suffrage_id,voter_id,fecha_eleccion,voto_registrado,mesa_voto,puesto_voto,zona_voto,municipio_voto,circunscripcion_voto,hora_checkin,metodo_checkin,operador_checkin
SUF-0002821,V002048,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,08:25:18,manual,USR-0009
SUF-0002822,V004120,2026-06-03,1,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,13:42:38,electronico,USR-0009
SUF-0002823,V004630,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:27:56,electronico,USR-0015
SUF-0002824,V002607,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,12:18:30,electronico,USR-0007
SUF-0002825,V003734,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-03,07:31:00,electronico,USR-0013
SUF-0002826,V000933,2026-06-03,1,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,14:24:41,manual,USR-0008
SUF-0002827,V004168,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,14:42:46,electronico,USR-0008
SUF-0002828,V003186,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,12:58:57,electronico,USR-0008
SUF-0002829,V002931,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,09:28:21,electronico,USR-0013
SUF-0002830,V000282,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,14:36:07,manual,USR-0017
SUF-0002831,V001231,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,11:51:20,electronico,USR-0020
SUF-0002832,V004983,2026-06-03,1,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,13:18:35,manual,USR-0015
SUF-0002833,V000595,2026-06-03,1,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,14:57:43,electronico,USR-0006
SUF-0002834,V002107,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,15:42:26,electronico,USR-0022
SUF-0002835,V001702,2026-06-03,1,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,08:15:58,electronico,USR-0016
SUF-0002836,V003245,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,14:27:27,manual,USR-0010
SUF-0002837,V003798,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,14:49:12,electronico,USR-0019
SUF-0002838,V004429,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,15:53:20,electronico,USR-0024
SUF-0002839,V000018,2026-06-03,1,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,11:31:28,electronico,USR-0008
SUF-0002840,V003910,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,09:38:36,electronico,USR-0003
SUF-0002841,V004354,2026-06-03,1,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,13:17:48,electronico,USR-0020
SUF-0002842,V000104,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,08:14:59,electronico,USR-0025
SUF-0002843,V000337,2026-06-03,1,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,12:39:54,electronico,USR-0023
SUF-0002844,V001854,2026-06-03,1,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,16:01:00,electronico,USR-0010
SUF-0002845,V001800,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:50:45,electronico,USR-0016
SUF-0002846,V004109,2026-06-03,1,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,08:51:14,electronico,USR-0023
SUF-0002847,V001416,2026-06-03,1,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,11:32:54,electronico,USR-0006
SUF-0002848,V002293,2026-06-03,1,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,13:15:18,manual,USR-0025
SUF-0002849,V003078,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,10:52:51,electronico,USR-0010
SUF-0002850,V001565,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-04,08:00:22,electronico,USR-0006
SUF-0002851,V002151,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,08:04:33,electronico,USR-0024
SUF-0002852,V001156,2026-06-03,1,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,14:52:21,electronico,USR-0020
SUF-0002853,V004011,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,14:46:44,manual,USR-0024
SUF-0002854,V000564,2026-06-03,1,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:32:08,electronico,USR-0006
SUF-0002855,V002045,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,14:51:56,electronico,USR-0005
SUF-0002856,V000585,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,08:12:46,electronico,USR-0020
SUF-0002857,V003048,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:18:24,electronico,USR-0007
SUF-0002858,V004730,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,11:25:17,manual,USR-0005
SUF-0002859,V004599,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,13:31:49,electronico,USR-0010
SUF-0002860,V004108,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,12:00:33,electronico,USR-0009
SUF-0002861,V002025,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,11:29:13,electronico,USR-0022
SUF-0002862,V003858,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,14:00:05,manual,USR-0023
SUF-0002863,V002888,2026-06-03,1,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:07:27,electronico,USR-0013
SUF-0002864,V000626,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-03,15:32:16,electronico,USR-0010
SUF-0002865,V004300,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,14:38:22,manual,USR-0006
SUF-0002866,V001629,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,10:06:37,electronico,USR-0025
SUF-0002867,V001900,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,11:27:31,manual,USR-0007
SUF-0002868,V000567,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,09:49:45,manual,USR-0008
SUF-0002869,V003164,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,13:15:31,manual,USR-0014
SUF-0002870,V004852,2026-06-03,1,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,13:35:23,electronico,USR-0010
SUF-0002871,V004998,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,11:28:31,electronico,USR-0004
SUF-0002872,V004742,2026-06-03,1,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,11:26:28,manual,USR-0005
SUF-0002873,V004512,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,10:57:51,electronico,USR-0011
SUF-0002874,V004101,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,10:57:09,electronico,USR-0025
SUF-0002875,V002360,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-05,09:33:44,electronico,USR-0019
SUF-0002876,V003455,2026-06-03,1,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,10:32:57,manual,USR-0019
SUF-0002877,V000538,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,13:17:36,manual,USR-0020
SUF-0002878,V000924,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:43:40,electronico,USR-0025
SUF-0002879,V002530,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,11:00:06,manual,USR-0019
SUF-0002880,V001244,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,14:21:46,electronico,USR-0014
SUF-0002881,V000920,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,13:48:37,electronico,USR-0023
SUF-0002882,V000829,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,09:09:01,electronico,USR-0021
SUF-0002883,V000632,2026-06-03,1,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,12:30:03,manual,USR-0017
SUF-0002884,V000715,2026-06-03,1,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,12:03:28,manual,USR-0013
SUF-0002885,V002786,2026-06-03,1,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,11:56:15,manual,USR-0023
SUF-0002886,V001481,2026-06-03,1,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,15:16:22,manual,USR-0022
SUF-0002887,V001297,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,08:07:38,electronico,USR-0025
SUF-0002888,V001436,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,14:30:38,electronico,USR-0019
SUF-0002889,V000765,2026-06-03,1,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-02,12:20:34,electronico,USR-0010
SUF-0002890,V004755,2026-06-03,1,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,09:19:23,manual,USR-0003
SUF-0002891,V001267,2026-06-03,1,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,15:25:37,manual,USR-0019
SUF-0002892,V002730,2026-06-03,1,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:06:45,electronico,USR-0003
SUF-0002893,V001735,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,10:41:01,manual,USR-0012
SUF-0002894,V002950,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,15:31:50,manual,USR-0023
SUF-0002895,V004663,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,10:09:46,electronico,USR-0007
SUF-0002896,V000208,2026-06-03,1,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:39:24,electronico,USR-0020
SUF-0002897,V002184,2026-06-03,1,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,10:54:17,electronico,USR-0015
SUF-0002898,V004676,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-04,08:36:47,manual,USR-0006
SUF-0002899,V001936,2026-06-03,1,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:42:10,electronico,USR-0003
SUF-0002900,V003747,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,09:53:45,electronico,USR-0004
SUF-0002901,V004143,2026-06-03,1,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,15:21:08,electronico,USR-0020
SUF-0002902,V002511,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,14:24:03,electronico,USR-0003
SUF-0002903,V004548,2026-06-03,1,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,14:32:27,manual,USR-0017
SUF-0002904,V004881,2026-06-03,1,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,09:27:29,electronico,USR-0004
SUF-0002905,V002236,2026-06-03,1,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,14:52:31,electronico,USR-0019
SUF-0002906,V001168,2026-06-03,1,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,13:37:21,manual,USR-0006
SUF-0002907,V004942,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,13:42:40,electronico,USR-0024
SUF-0002908,V001547,2026-06-03,1,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,12:54:36,manual,USR-0011
SUF-0002909,V001419,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,11:33:01,electronico,USR-0010
SUF-0002910,V000188,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,08:09:13,electronico,USR-0015
SUF-0002911,V000679,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-05,15:29:53,manual,USR-0008
SUF-0002912,V001588,2026-06-03,1,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,11:59:16,electronico,USR-0003
SUF-0002913,V004856,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,08:40:14,manual,USR-0010
SUF-0002914,V001566,2026-06-03,1,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:37:11,electronico,USR-0019
SUF-0002915,V004985,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,09:05:52,electronico,USR-0016
SUF-0002916,V004692,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,13:44:25,electronico,USR-0009
SUF-0002917,V002587,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,11:53:59,manual,USR-0015
SUF-0002918,V004149,2026-06-03,1,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,12:55:28,manual,USR-0013
SUF-0002919,V002978,2026-06-03,1,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,14:47:04,electronico,USR-0006
SUF-0002920,V004544,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:00:32,electronico,USR-0022
SUF-0002921,V004568,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,14:41:46,electronico,USR-0009
SUF-0002922,V001367,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:25:42,manual,USR-0017
SUF-0002923,V002920,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,09:21:28,electronico,USR-0014
SUF-0002924,V002943,2026-06-03,1,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,11:41:52,electronico,USR-0024
SUF-0002925,V000206,2026-06-03,1,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,12:45:42,electronico,USR-0004
SUF-0002926,V000965,2026-06-03,1,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,11:16:32,electronico,USR-0025
SUF-0002927,V001310,2026-06-03,1,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-03,13:58:00,electronico,USR-0020
SUF-0002928,V000394,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,08:02:05,electronico,USR-0023
SUF-0002929,V000652,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:17:45,manual,USR-0017
SUF-0002930,V000690,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,13:15:52,electronico,USR-0024
SUF-0002931,V001967,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,15:55:18,electronico,USR-0015
SUF-0002932,V000235,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,15:48:05,electronico,USR-0006
SUF-0002933,V003225,2026-06-03,1,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,10:05:28,manual,USR-0015
SUF-0002934,V001229,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,13:36:20,electronico,USR-0010
SUF-0002935,V000389,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,10:46:48,electronico,USR-0016
SUF-0002936,V003293,2026-06-03,1,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-03,10:06:17,electronico,USR-0010
SUF-0002937,V003997,2026-06-03,1,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,11:17:20,electronico,USR-0012
SUF-0002938,V000225,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,12:13:35,electronico,USR-0024
SUF-0002939,V001217,2026-06-03,1,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,12:50:43,manual,USR-0022
SUF-0002940,V003854,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,09:41:27,electronico,USR-0010
SUF-0002941,V003476,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:11:56,electronico,USR-0010
SUF-0002942,V000556,2026-06-03,1,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,15:42:46,manual,USR-0005
SUF-0002943,V002327,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,11:03:25,electronico,USR-0013
SUF-0002944,V002944,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,14:59:05,electronico,USR-0010
SUF-0002945,V002660,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,13:41:37,electronico,USR-0008
SUF-0002946,V000788,2026-06-03,1,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,11:05:30,electronico,USR-0003
SUF-0002947,V001915,2026-06-03,1,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,11:20:50,electronico,USR-0012
SUF-0002948,V002032,2026-06-03,1,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,10:19:05,electronico,USR-0015
SUF-0002949,V002421,2026-06-03,1,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,08:08:26,manual,USR-0017
SUF-0002950,V000207,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,10:16:03,electronico,USR-0017
SUF-0002951,V003134,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,12:00:37,electronico,USR-0017
SUF-0002952,V003837,2026-06-03,1,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,14:02:32,electronico,USR-0011
SUF-0002953,V000666,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,10:49:58,electronico,USR-0008
SUF-0002954,V004097,2026-06-03,1,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,14:30:39,manual,USR-0011
SUF-0002955,V004797,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,15:58:58,electronico,USR-0025
SUF-0002956,V004634,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,15:37:44,electronico,USR-0010
SUF-0002957,V003732,2026-06-03,1,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,12:17:41,electronico,USR-0005
SUF-0002958,V004814,2026-06-03,1,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,10:56:55,electronico,USR-0006
SUF-0002959,V002752,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:31:03,manual,USR-0003
SUF-0002960,V001395,2026-06-03,1,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:15:26,electronico,USR-0004
SUF-0002961,V001855,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,13:05:48,electronico,USR-0016
SUF-0002962,V004882,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,10:52:16,electronico,USR-0015
SUF-0002963,V000092,2026-06-03,1,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,15:11:52,electronico,USR-0008
SUF-0002964,V004447,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,08:24:04,electronico,USR-0015
SUF-0002965,V002906,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,09:17:13,manual,USR-0010
SUF-0002966,V003520,2026-06-03,1,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,13:40:02,electronico,USR-0003
SUF-0002967,V001005,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,13:06:50,electronico,USR-0009
SUF-0002968,V004208,2026-06-03,1,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,12:13:51,manual,USR-0023
SUF-0002969,V004193,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:18:55,manual,USR-0006
SUF-0002970,V000303,2026-06-03,1,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,11:11:26,manual,USR-0024
SUF-0002971,V003079,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,14:29:35,electronico,USR-0021
SUF-0002972,V003780,2026-06-03,1,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,08:22:07,electronico,USR-0017
SUF-0002973,V003399,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,15:05:43,manual,USR-0024
SUF-0002974,V002250,2026-06-03,1,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,10:18:46,electronico,USR-0025
SUF-0002975,V002186,2026-06-03,1,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:10:36,electronico,USR-0025
SUF-0002976,V002643,2026-06-03,1,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,11:19:34,manual,USR-0005
SUF-0002977,V004999,2026-06-03,1,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,11:54:10,electronico,USR-0010
SUF-0002978,V002995,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,13:52:15,manual,USR-0020
SUF-0002979,V000512,2026-06-03,1,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:02:29,electronico,USR-0021
SUF-0002980,V001252,2026-06-03,1,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,08:37:42,manual,USR-0014
SUF-0002981,V002589,2026-06-03,1,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,12:52:10,electronico,USR-0010
SUF-0002982,V003053,2026-06-03,1,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,10:00:45,electronico,USR-0008
SUF-0002983,V004966,2026-06-03,1,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,14:04:00,electronico,USR-0010
SUF-0002984,V000766,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-04,14:41:17,manual,USR-0010
SUF-0002985,V000807,2026-06-03,1,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,13:14:10,electronico,USR-0009
SUF-0002986,V004955,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,13:07:36,electronico,USR-0009
SUF-0002987,V001355,2026-06-03,1,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,15:29:38,electronico,USR-0010
SUF-0002988,V003712,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,14:17:19,manual,USR-0004
SUF-0002989,V001504,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,11:25:13,manual,USR-0008
SUF-0002990,V001724,2026-06-03,1,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,13:36:10,manual,USR-0010
SUF-0002991,V002794,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,13:24:45,electronico,USR-0006
SUF-0002992,V003486,2026-06-03,1,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,09:13:50,electronico,USR-0010
SUF-0002993,V004864,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,09:31:02,electronico,USR-0014
SUF-0002994,V001035,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,12:03:09,electronico,USR-0015
SUF-0002995,V004613,2026-06-03,1,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,08:57:49,manual,USR-0013
SUF-0002996,V000100,2026-06-03,1,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,14:09:04,manual,USR-0010
SUF-0002997,V001838,2026-06-03,1,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,15:06:47,manual,USR-0021
SUF-0002998,V003352,2026-06-03,1,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,14:40:53,electronico,USR-0016
SUF-0002999,V003675,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,13:04:46,electronico,USR-0015
SUF-0003000,V002917,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,09:16:24,manual,USR-0011
SUF-0003001,V004642,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,14:37:40,manual,USR-0012
SUF-0003002,V001633,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,10:34:46,electronico,USR-0023
SUF-0003003,V004318,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,12:22:10,electronico,USR-0023
SUF-0003004,V004290,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,15:17:59,manual,USR-0025
SUF-0003005,V003908,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,10:58:11,electronico,USR-0020
SUF-0003006,V000871,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,13:04:39,manual,USR-0003
SUF-0003007,V004148,2026-06-03,1,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,09:27:32,manual,USR-0005
SUF-0003008,V004954,2026-06-03,1,MESA-008,PUESTO-008,ZONA-08,MUN-03,CIRC-03,11:13:37,manual,USR-0010
SUF-0003009,V004846,2026-06-03,1,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,08:30:26,electronico,USR-0005
SUF-0003010,V002642,2026-06-03,1,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,11:30:15,manual,USR-0006
SUF-0003011,V001589,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,09:47:57,manual,USR-0021
SUF-0003012,V000216,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,11:16:22,electronico,USR-0015
SUF-0003013,V001551,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,12:44:37,manual,USR-0024
SUF-0003014,V001336,2026-06-03,1,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,15:59:49,manual,USR-0004
SUF-0003015,V000257,2026-06-03,1,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,12:08:11,electronico,USR-0019
SUF-0003016,V002841,2026-06-03,1,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,10:47:57,manual,USR-0007
