voter_id,mesa_asignada,puesto_asignado,zona_asignada,municipio_asignado,circunscripcion_autorizada,tipo_boleta_autorizada,puede_votar_en_otro_puesto,justificacion_excepcion
V003566,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003567,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003568,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003569,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003570,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003571,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003572,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003573,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003574,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003575,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003576,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003577,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003578,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003579,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-04,nacional,0,
V003580,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003581,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003582,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003583,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003584,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003585,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003586,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003587,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003588,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003589,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003590,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003591,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003592,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003593,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-01,municipal,0,
V003594,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003595,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003596,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003597,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003598,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003599,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003600,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003601,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003602,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003603,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003604,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003605,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003606,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003607,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003608,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003609,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003610,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003611,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003612,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003613,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003614,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003615,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003616,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003617,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003618,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003619,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003620,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003621,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003622,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003623,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003624,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003625,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003626,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003627,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003628,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003629,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003630,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003631,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003632,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003633,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003634,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003635,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003636,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003637,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003638,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003639,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003640,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003641,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003642,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003643,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003644,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003645,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003646,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003647,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003648,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003649,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003650,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003651,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003652,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003653,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-01,nacional,0,
V003654,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003655,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003656,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003657,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003658,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003659,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003660,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003661,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003662,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003663,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003664,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003665,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003666,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003667,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003668,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003669,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003670,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003671,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003672,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003673,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003674,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003675,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003676,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003677,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003678,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003679,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003680,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003681,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003682,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003683,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003684,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003685,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-02,nacional,0,inconsistencia_simulada_mesa
V003686,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003687,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003688,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003689,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003690,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003691,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003692,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003693,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003694,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003695,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003696,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003697,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003698,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003699,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003700,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003701,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003702,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003703,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003704,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003705,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003706,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003707,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003708,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003709,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003710,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003711,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003712,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003713,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003714,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003715,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003716,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003717,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003718,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003719,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003720,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003721,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003722,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003723,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-03,municipal,0,inconsistencia_simulada_mesa
V003724,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003725,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003726,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003727,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003728,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003729,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,municipal,0,
V003730,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003731,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003732,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003733,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003734,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-03,especial,0,
V003735,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003736,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-05,municipal,0,
V003737,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003738,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003739,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003740,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003741,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003742,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003743,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003744,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003745,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003746,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003747,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003748,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003749,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003750,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003751,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003752,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003753,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003754,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003755,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003756,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003757,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003758,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003759,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003760,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003761,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003762,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003763,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003764,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003765,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003766,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003767,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-01,especial,0,inconsistencia_simulada_mesa
V003768,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003769,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003770,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003771,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003772,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003773,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003774,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003775,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-04,nacional,0,inconsistencia_simulada_mesa
V003776,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003777,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003778,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003779,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003780,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003781,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003782,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003783,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003784,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003785,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003786,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003787,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003788,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003789,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003790,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003791,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003792,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003793,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003794,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003795,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003796,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003797,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003798,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003799,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003800,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003801,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003802,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003803,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003804,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003805,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003806,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003807,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003808,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003809,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003810,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003811,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V003812,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003813,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003814,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003815,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003816,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003817,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003818,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003819,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003820,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003821,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003822,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003823,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003824,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003825,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003826,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003827,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003828,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003829,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003830,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003831,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003832,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003833,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003834,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003835,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003836,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003837,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003838,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003839,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003840,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003841,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003842,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V003843,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003844,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003845,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003846,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003847,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003848,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003849,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V003850,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V003851,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003852,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003853,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003854,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003855,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V003856,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003857,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003858,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V003859,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003860,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003861,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003862,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003863,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V003864,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V003865,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003866,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V003867,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003868,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,municipal,0,
V003869,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003870,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V003871,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V003872,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V003873,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V003874,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
