ballot_id,mesa_id,voter_id,marca_simulada,clasificacion_objetiva,clasificacion_jurado,clasificacion_auditoria,usuario_clasificador
BAL-0002719,MESA-020,V004775,candidato_C,valido,valido,valido,USR-0031
BAL-0002720,MESA-069,V002137,candidato_C,valido,valido,valido,USR-0032
BAL-0002721,MESA-007,V004265,candidato_A,valido,valido,valido,USR-0034
BAL-0002722,MESA-030,V001778,candidato_A,valido,valido,valido,USR-0033
BAL-0002723,MESA-080,V003657,candidato_C,valido,valido,valido,USR-0029
BAL-0002724,MESA-074,V003794,candidato_C,valido,valido,valido,USR-0032
BAL-0002725,MESA-012,V000665,candidato_C,valido,valido,valido,USR-0030
BAL-0002726,MESA-041,V000705,candidato_C,valido,valido,valido,USR-0028
BAL-0002727,MESA-071,V004389,candidato_B,valido,valido,valido,USR-0029
BAL-0002728,MESA-029,V004359,candidato_A,valido,valido,valido,USR-0032
BAL-0002729,MESA-047,V004517,candidato_B,valido,valido,valido,USR-0030
BAL-0002730,MESA-061,V002046,candidato_B,valido,valido,valido,USR-0031
BAL-0002731,MESA-077,V002982,candidato_A,valido,valido,valido,USR-0035
BAL-0002732,MESA-056,V002698,candidato_A,valido,valido,valido,USR-0033
BAL-0002733,MESA-076,V004498,blanco,blanco,blanco,blanco,USR-0033
BAL-0002734,MESA-017,V003624,candidato_B,valido,valido,valido,USR-0035
BAL-0002735,MESA-043,V003628,candidato_A,valido,valido,valido,USR-0034
BAL-0002736,MESA-074,V001866,candidato_C,valido,valido,valido,USR-0034
BAL-0002737,MESA-026,V003209,multiple_marca,nulo,nulo,nulo,USR-0029
BAL-0002738,MESA-021,V004188,candidato_A,valido,valido,valido,USR-0028
BAL-0002739,MESA-021,V004430,candidato_A,valido,valido,valido,USR-0031
BAL-0002740,MESA-075,V003239,candidato_B,valido,valido,valido,USR-0029
BAL-0002741,MESA-044,V001013,candidato_B,valido,valido,valido,USR-0029
BAL-0002742,MESA-019,V002973,candidato_A,valido,valido,valido,USR-0031
BAL-0002743,MESA-027,V003305,candidato_A,valido,valido,valido,USR-0028
BAL-0002744,MESA-067,V002281,candidato_B,valido,valido,valido,USR-0028
BAL-0002745,MESA-074,V003527,candidato_A,valido,valido,valido,USR-0028
BAL-0002746,MESA-031,V004209,candidato_A,valido,valido,valido,USR-0032
BAL-0002747,MESA-007,V004701,candidato_C,valido,valido,valido,USR-0028
BAL-0002748,MESA-012,V001284,candidato_C,valido,valido,valido,USR-0034
BAL-0002749,MESA-010,V002244,candidato_A,valido,valido,valido,USR-0033
BAL-0002750,MESA-055,V004199,candidato_A,valido,valido,valido,USR-0033
BAL-0002751,MESA-039,V001597,candidato_B,valido,valido,valido,USR-0033
BAL-0002752,MESA-060,V003814,candidato_A,valido,valido,valido,USR-0031
BAL-0002753,MESA-049,V004997,candidato_A,valido,valido,valido,USR-0031
BAL-0002754,MESA-080,V000284,candidato_A,valido,valido,valido,USR-0035
BAL-0002755,MESA-024,V004887,candidato_A,valido,valido,valido,USR-0033
BAL-0002756,MESA-015,V004491,blanco,blanco,nulo,blanco,USR-0029
BAL-0002757,MESA-052,V003962,candidato_B,valido,valido,valido,USR-0030
BAL-0002758,MESA-040,V000030,candidato_B,valido,valido,valido,USR-0035
BAL-0002759,MESA-014,V003057,candidato_B,valido,valido,valido,USR-0033
BAL-0002760,MESA-024,V002188,candidato_B,valido,valido,valido,USR-0033
BAL-0002761,MESA-022,V000304,candidato_A,valido,valido,valido,USR-0029
BAL-0002762,MESA-037,V001510,candidato_B,valido,valido,valido,USR-0034
BAL-0002763,MESA-064,V004919,candidato_C,valido,valido,valido,USR-0031
BAL-0002764,MESA-002,V002735,candidato_B,valido,valido,valido,USR-0033
BAL-0002765,MESA-019,V003402,candidato_A,valido,valido,valido,USR-0030
BAL-0002766,MESA-058,V003108,candidato_B,valido,valido,valido,USR-0032
BAL-0002767,MESA-016,V003961,candidato_C,valido,valido,valido,USR-0030
BAL-0002768,MESA-040,V003650,candidato_B,valido,valido,valido,USR-0031
BAL-0002769,MESA-027,V000672,candidato_A,valido,valido,valido,USR-0031
BAL-0002770,MESA-054,V003623,candidato_B,valido,valido,valido,USR-0032
BAL-0002771,MESA-034,V004790,candidato_C,valido,valido,valido,USR-0031
BAL-0002772,MESA-047,V003516,candidato_C,valido,valido,valido,USR-0031
BAL-0002773,MESA-045,V004937,candidato_B,valido,valido,valido,USR-0031
BAL-0002774,MESA-075,V002999,candidato_B,valido,valido,valido,USR-0028
BAL-0002775,MESA-051,V000795,candidato_A,valido,valido,valido,USR-0028
BAL-0002776,MESA-035,V004249,candidato_B,valido,valido,valido,USR-0034
BAL-0002777,MESA-031,V000989,candidato_A,valido,valido,valido,USR-0033
BAL-0002778,MESA-053,V002207,candidato_A,valido,invalido,valido,USR-0030
BAL-0002779,MESA-032,V000851,candidato_C,valido,valido,valido,USR-0032
BAL-0002780,MESA-068,V003410,candidato_A,valido,valido,valido,USR-0035
BAL-0002781,MESA-078,V001260,candidato_A,valido,valido,valido,USR-0031
BAL-0002782,MESA-012,V001808,candidato_A,valido,valido,valido,USR-0028
BAL-0002783,MESA-032,V003378,candidato_A,valido,valido,valido,USR-0034
BAL-0002784,MESA-055,V002050,candidato_B,valido,valido,valido,USR-0034
BAL-0002785,MESA-008,V004661,candidato_B,valido,valido,valido,USR-0033
BAL-0002786,MESA-063,V003157,candidato_C,valido,valido,valido,USR-0031
BAL-0002787,MESA-004,V000107,candidato_B,valido,valido,valido,USR-0029
BAL-0002788,MESA-043,V001708,candidato_B,valido,valido,valido,USR-0035
BAL-0002789,MESA-050,V002111,candidato_A,valido,valido,valido,USR-0034
BAL-0002790,MESA-077,V004684,blanco,blanco,nulo,blanco,USR-0033
BAL-0002791,MESA-009,V002948,candidato_B,valido,valido,valido,USR-0032
BAL-0002792,MESA-043,V001722,candidato_B,valido,valido,valido,USR-0028
BAL-0002793,MESA-040,V000966,candidato_B,valido,valido,valido,USR-0034
BAL-0002794,MESA-059,V003933,candidato_B,valido,valido,valido,USR-0031
BAL-0002795,MESA-032,V000779,marca_ambigua,invalido,invalido,invalido,USR-0034
BAL-0002796,MESA-022,V001272,candidato_B,valido,valido,valido,USR-0033
BAL-0002797,MESA-019,V000670,candidato_C,valido,valido,valido,USR-0028
BAL-0002798,MESA-064,V001373,candidato_A,valido,valido,valido,USR-0034
BAL-0002799,MESA-007,V000675,candidato_B,valido,valido,valido,USR-0032
BAL-0002800,MESA-035,V001174,candidato_A,valido,valido,valido,USR-0033
BAL-0002801,MESA-025,V002859,candidato_A,valido,valido,valido,USR-0029
BAL-0002802,MESA-036,V004542,candidato_A,valido,valido,valido,USR-0031
BAL-0002803,MESA-012,V000728,candidato_A,valido,valido,valido,USR-0028
BAL-0002804,MESA-006,V001789,candidato_B,valido,valido,valido,USR-0033
BAL-0002805,MESA-058,V003064,candidato_B,valido,valido,valido,USR-0032
BAL-0002806,MESA-026,V001359,candidato_A,valido,valido,valido,USR-0033
BAL-0002807,MESA-047,V002198,candidato_B,valido,valido,valido,USR-0030
BAL-0002808,MESA-052,V000492,candidato_A,valido,invalido,valido,USR-0030
BAL-0002809,MESA-071,V001814,candidato_B,valido,valido,valido,USR-0035
BAL-0002810,MESA-044,V002563,candidato_B,valido,valido,valido,USR-0032
BAL-0002811,MESA-027,V003452,marca_ambigua,nulo,nulo,nulo,USR-0029
BAL-0002812,MESA-042,V001496,candidato_A,valido,valido,valido,USR-0034
BAL-0002813,MESA-023,V004082,candidato_A,valido,valido,valido,USR-0033
BAL-0002814,MESA-019,V001834,candidato_B,valido,valido,valido,USR-0028
BAL-0002815,MESA-068,V001193,blanco,blanco,blanco,blanco,USR-0031
BAL-0002816,MESA-077,V002930,candidato_A,valido,valido,valido,USR-0029
BAL-0002817,MESA-063,V002862,candidato_B,valido,valido,valido,USR-0028
BAL-0002818,MESA-034,V004716,candidato_A,valido,valido,valido,USR-0030
BAL-0002819,MESA-077,V001475,candidato_B,valido,valido,valido,USR-0032
BAL-0002820,MESA-065,V002594,candidato_A,valido,valido,valido,USR-0029
BAL-0002821,MESA-003,V002048,candidato_A,valido,valido,valido,USR-0034
BAL-0002822,MESA-051,V004120,candidato_A,valido,valido,valido,USR-0033
BAL-0002823,MESA-004,V004630,candidato_B,valido,valido,valido,USR-0034
BAL-0002824,MESA-025,V002607,candidato_A,valido,valido,valido,USR-0032
BAL-0002825,MESA-056,V003734,candidato_A,valido,valido,valido,USR-0029
BAL-0002826,MESA-063,V000933,candidato_A,valido,valido,valido,USR-0030
BAL-0002827,MESA-074,V004168,candidato_C,valido,valido,valido,USR-0033
BAL-0002828,MESA-003,V003186,candidato_A,valido,valido,valido,USR-0033
BAL-0002829,MESA-059,V002931,candidato_A,valido,valido,valido,USR-0032
BAL-0002830,MESA-043,V000282,candidato_C,valido,valido,valido,USR-0033
BAL-0002831,MESA-017,V001231,candidato_C,valido,valido,valido,USR-0031
BAL-0002832,MESA-027,V004983,candidato_A,valido,valido,valido,USR-0035
BAL-0002833,MESA-024,V000595,candidato_B,valido,valido,valido,USR-0028
BAL-0002834,MESA-029,V002107,candidato_A,valido,valido,valido,USR-0030
BAL-0002835,MESA-077,V001702,candidato_A,valido,valido,valido,USR-0033
BAL-0002836,MESA-012,V003245,candidato_A,valido,valido,valido,USR-0033
BAL-0002837,MESA-059,V003798,candidato_B,valido,invalido,valido,USR-0030
BAL-0002838,MESA-030,V004429,candidato_A,valido,valido,valido,USR-0031
BAL-0002839,MESA-047,V000018,candidato_C,valido,valido,valido,USR-0029
BAL-0002840,MESA-080,V003910,candidato_A,valido,invalido,valido,USR-0030
BAL-0002841,MESA-006,V004354,candidato_A,valido,valido,valido,USR-0031
BAL-0002842,MESA-018,V000104,candidato_A,valido,valido,valido,USR-0032
BAL-0002843,MESA-079,V000337,candidato_A,valido,valido,valido,USR-0031
BAL-0002844,MESA-024,V001854,candidato_C,valido,valido,valido,USR-0028
BAL-0002845,MESA-029,V001800,candidato_A,valido,valido,valido,USR-0032
BAL-0002846,MESA-002,V004109,candidato_B,valido,invalido,valido,USR-0030
BAL-0002847,MESA-070,V001416,candidato_A,valido,valido,valido,USR-0035
BAL-0002848,MESA-049,V002293,candidato_A,valido,valido,valido,USR-0034
BAL-0002849,MESA-076,V003078,multiple_marca,nulo,valido,nulo,USR-0031
BAL-0002850,MESA-022,V001565,candidato_C,valido,valido,valido,USR-0034
BAL-0002851,MESA-012,V002151,candidato_A,valido,valido,valido,USR-0035
BAL-0002852,MESA-032,V001156,candidato_A,valido,valido,valido,USR-0032
BAL-0002853,MESA-012,V004011,candidato_A,valido,valido,valido,USR-0032
BAL-0002854,MESA-079,V000564,candidato_B,valido,valido,valido,USR-0031
BAL-0002855,MESA-053,V002045,candidato_A,valido,valido,valido,USR-0028
BAL-0002856,MESA-003,V000585,candidato_A,valido,valido,valido,USR-0031
BAL-0002857,MESA-080,V003048,candidato_A,valido,valido,valido,USR-0028
BAL-0002858,MESA-053,V004730,marca_ambigua,invalido,invalido,invalido,USR-0032
BAL-0002859,MESA-061,V004599,candidato_B,valido,valido,valido,USR-0033
BAL-0002860,MESA-009,V004108,candidato_B,valido,valido,valido,USR-0035
BAL-0002861,MESA-061,V002025,marca_ambigua,invalido,invalido,invalido,USR-0035
BAL-0002862,MESA-021,V003858,candidato_B,valido,valido,valido,USR-0030
BAL-0002863,MESA-051,V002888,candidato_A,valido,valido,valido,USR-0032
BAL-0002864,MESA-075,V000626,candidato_B,valido,valido,valido,USR-0032
BAL-0002865,MESA-017,V004300,candidato_C,valido,valido,valido,USR-0031
BAL-0002866,MESA-009,V001629,candidato_B,valido,valido,valido,USR-0031
BAL-0002867,MESA-076,V001900,candidato_B,valido,valido,valido,USR-0031
BAL-0002868,MESA-019,V000567,candidato_A,valido,valido,valido,USR-0029
BAL-0002869,MESA-052,V003164,candidato_C,valido,valido,valido,USR-0030
BAL-0002870,MESA-014,V004852,candidato_B,valido,valido,valido,USR-0031
BAL-0002871,MESA-055,V004998,candidato_A,valido,valido,valido,USR-0028
BAL-0002872,MESA-015,V004742,candidato_B,valido,valido,valido,USR-0028
BAL-0002873,MESA-039,V004512,candidato_B,valido,valido,valido,USR-0033
BAL-0002874,MESA-055,V004101,candidato_C,valido,valido,valido,USR-0029
BAL-0002875,MESA-073,V002360,candidato_C,valido,valido,valido,USR-0028
BAL-0002876,MESA-057,V003455,candidato_C,valido,valido,valido,USR-0035
BAL-0002877,MESA-068,V000538,candidato_B,valido,valido,valido,USR-0035
BAL-0002878,MESA-076,V000924,candidato_C,valido,valido,valido,USR-0034
BAL-0002879,MESA-011,V002530,candidato_B,valido,valido,valido,USR-0032
BAL-0002880,MESA-021,V001244,candidato_A,valido,valido,valido,USR-0035
BAL-0002881,MESA-018,V000920,candidato_A,valido,valido,valido,USR-0028
BAL-0002882,MESA-026,V000829,blanco,blanco,blanco,blanco,USR-0031
BAL-0002883,MESA-044,V000632,candidato_A,valido,valido,valido,USR-0028
BAL-0002884,MESA-013,V000715,candidato_B,valido,invalido,valido,USR-0030
BAL-0002885,MESA-042,V002786,candidato_A,valido,valido,valido,USR-0034
BAL-0002886,MESA-072,V001481,marca_ambigua,nulo,valido,nulo,USR-0033
BAL-0002887,MESA-010,V001297,candidato_C,valido,valido,valido,USR-0033
BAL-0002888,MESA-021,V001436,candidato_B,valido,valido,valido,USR-0028
BAL-0002889,MESA-038,V000765,candidato_A,valido,valido,valido,USR-0033
BAL-0002890,MESA-064,V004755,candidato_A,valido,valido,valido,USR-0033
BAL-0002891,MESA-077,V001267,candidato_C,valido,valido,valido,USR-0032
BAL-0002892,MESA-005,V002730,candidato_B,valido,valido,valido,USR-0028
BAL-0002893,MESA-053,V001735,candidato_A,valido,valido,valido,USR-0035
BAL-0002894,MESA-074,V002950,candidato_C,valido,valido,valido,USR-0032
BAL-0002895,MESA-025,V004663,candidato_B,valido,valido,valido,USR-0032
BAL-0002896,MESA-001,V000208,candidato_B,valido,valido,valido,USR-0030
BAL-0002897,MESA-035,V002184,candidato_A,valido,valido,valido,USR-0029
BAL-0002898,MESA-055,V004676,candidato_A,valido,valido,valido,USR-0029
BAL-0002899,MESA-001,V001936,candidato_A,valido,valido,valido,USR-0031
BAL-0002900,MESA-033,V003747,candidato_A,valido,valido,valido,USR-0034
BAL-0002901,MESA-015,V004143,candidato_B,valido,valido,valido,USR-0032
BAL-0002902,MESA-043,V002511,candidato_B,valido,valido,valido,USR-0029
BAL-0002903,MESA-070,V004548,candidato_C,valido,valido,valido,USR-0028
BAL-0002904,MESA-041,V004881,candidato_A,valido,valido,valido,USR-0031
BAL-0002905,MESA-027,V002236,candidato_C,valido,invalido,valido,USR-0030
BAL-0002906,MESA-038,V001168,candidato_A,valido,valido,valido,USR-0031
BAL-0002907,MESA-037,V004942,candidato_B,valido,valido,valido,USR-0029
BAL-0002908,MESA-050,V001547,candidato_B,valido,valido,valido,USR-0035
BAL-0002909,MESA-074,V001419,candidato_A,valido,valido,valido,USR-0033
BAL-0002910,MESA-075,V000188,candidato_B,valido,valido,valido,USR-0035
BAL-0002911,MESA-033,V000679,candidato_B,valido,valido,valido,USR-0029
BAL-0002912,MESA-050,V001588,candidato_A,valido,valido,valido,USR-0031
BAL-0002913,MESA-004,V004856,candidato_A,valido,valido,valido,USR-0035
BAL-0002914,MESA-028,V001566,candidato_B,valido,valido,valido,USR-0028
BAL-0002915,MESA-025,V004985,candidato_A,valido,valido,valido,USR-0033
BAL-0002916,MESA-018,V004692,candidato_C,valido,invalido,valido,USR-0030
BAL-0002917,MESA-073,V002587,candidato_B,valido,valido,valido,USR-0031
BAL-0002918,MESA-057,V004149,blanco,blanco,blanco,blanco,USR-0029
BAL-0002919,MESA-020,V002978,candidato_A,valido,valido,valido,USR-0030
BAL-0002920,MESA-080,V004544,candidato_B,valido,valido,valido,USR-0030
BAL-0002921,MESA-068,V004568,candidato_A,valido,valido,valido,USR-0034
BAL-0002922,MESA-053,V001367,candidato_C,valido,valido,valido,USR-0035
BAL-0002923,MESA-011,V002920,candidato_B,valido,valido,valido,USR-0028
BAL-0002924,MESA-001,V002943,candidato_A,valido,valido,valido,USR-0034
BAL-0002925,MESA-071,V000206,candidato_A,valido,valido,valido,USR-0030
BAL-0002926,MESA-031,V000965,candidato_A,valido,valido,valido,USR-0033
BAL-0002927,MESA-057,V001310,candidato_A,valido,valido,valido,USR-0034
BAL-0002928,MESA-022,V000394,candidato_C,valido,valido,valido,USR-0031
BAL-0002929,MESA-055,V000652,candidato_A,valido,valido,valido,USR-0035
BAL-0002930,MESA-017,V000690,candidato_B,valido,valido,valido,USR-0034
BAL-0002931,MESA-009,V001967,candidato_B,valido,valido,valido,USR-0031
BAL-0002932,MESA-062,V000235,candidato_A,valido,valido,valido,USR-0028
BAL-0002933,MESA-051,V003225,candidato_B,valido,valido,valido,USR-0029
BAL-0002934,MESA-076,V001229,multiple_marca,nulo,nulo,nulo,USR-0029
BAL-0002935,MESA-017,V000389,candidato_A,valido,valido,valido,USR-0031
BAL-0002936,MESA-064,V003293,candidato_A,valido,valido,valido,USR-0029
BAL-0002937,MESA-016,V003997,candidato_C,valido,valido,valido,USR-0034
BAL-0002938,MESA-033,V000225,candidato_B,valido,valido,valido,USR-0031
BAL-0002939,MESA-034,V001217,candidato_A,valido,valido,valido,USR-0034
BAL-0002940,MESA-073,V003854,candidato_C,valido,valido,valido,USR-0030
BAL-0002941,MESA-003,V003476,candidato_C,valido,valido,valido,USR-0030
BAL-0002942,MESA-014,V000556,candidato_A,valido,valido,valido,USR-0035
BAL-0002943,MESA-010,V002327,candidato_A,valido,valido,valido,USR-0033
BAL-0002944,MESA-004,V002944,blanco,blanco,blanco,blanco,USR-0034
BAL-0002945,MESA-076,V002660,candidato_B,valido,valido,valido,USR-0035
BAL-0002946,MESA-071,V000788,candidato_A,valido,valido,valido,USR-0034
BAL-0002947,MESA-031,V001915,candidato_C,valido,valido,valido,USR-0034
BAL-0002948,MESA-035,V002032,candidato_A,valido,valido,valido,USR-0035
BAL-0002949,MESA-079,V002421,candidato_B,valido,valido,valido,USR-0029
BAL-0002950,MESA-009,V000207,candidato_B,valido,valido,valido,USR-0033
BAL-0002951,MESA-012,V003134,candidato_A,valido,valido,valido,USR-0030
BAL-0002952,MESA-020,V003837,candidato_C,valido,valido,valido,USR-0034
BAL-0002953,MESA-052,V000666,candidato_A,valido,invalido,valido,USR-0030
BAL-0002954,MESA-038,V004097,candidato_B,valido,valido,valido,USR-0032
BAL-0002955,MESA-011,V004797,candidato_B,valido,valido,valido,USR-0035
BAL-0002956,MESA-052,V004634,candidato_B,valido,valido,valido,USR-0035
BAL-0002957,MESA-074,V003732,candidato_B,valido,valido,valido,USR-0032
BAL-0002958,MESA-041,V004814,candidato_A,valido,valido,valido,USR-0029
BAL-0002959,MESA-055,V002752,candidato_A,valido,invalido,valido,USR-0030
BAL-0002960,MESA-028,V001395,candidato_B,valido,invalido,valido,USR-0032
BAL-0002961,MESA-022,V001855,candidato_B,valido,valido,valido,USR-0029
BAL-0002962,MESA-053,V004882,candidato_A,valido,valido,valido,USR-0033
BAL-0002963,MESA-040,V000092,candidato_B,valido,valido,valido,USR-0034
BAL-0002964,MESA-056,V004447,candidato_C,valido,valido,valido,USR-0028
BAL-0002965,MESA-061,V002906,blanco,blanco,blanco,blanco,USR-0033
BAL-0002966,MESA-058,V003520,candidato_B,valido,valido,valido,USR-0033
BAL-0002967,MESA-018,V001005,candidato_B,valido,valido,valido,USR-0035
BAL-0002968,MESA-069,V004208,candidato_B,valido,valido,valido,USR-0030
BAL-0002969,MESA-004,V004193,candidato_A,valido,valido,valido,USR-0030
BAL-0002970,MESA-064,V000303,candidato_B,valido,valido,valido,USR-0029
BAL-0002971,MESA-037,V003079,candidato_A,valido,valido,valido,USR-0032
BAL-0002972,MESA-051,V003780,candidato_B,valido,valido,valido,USR-0032
BAL-0002973,MESA-043,V003399,blanco,blanco,blanco,blanco,USR-0031
BAL-0002974,MESA-002,V002250,candidato_A,valido,valido,valido,USR-0029
BAL-0002975,MESA-028,V002186,candidato_A,valido,valido,valido,USR-0028
BAL-0002976,MESA-048,V002643,candidato_B,valido,valido,valido,USR-0033
BAL-0002977,MESA-013,V004999,candidato_B,valido,valido,valido,USR-0028
BAL-0002978,MESA-019,V002995,candidato_C,valido,valido,valido,USR-0028
BAL-0002979,MESA-028,V000512,candidato_A,valido,valido,valido,USR-0031
BAL-0002980,MESA-048,V001252,candidato_B,valido,valido,valido,USR-0034
BAL-0002981,MESA-065,V002589,candidato_A,valido,valido,valido,USR-0034
BAL-0002982,MESA-067,V003053,candidato_B,valido,valido,valido,USR-0031
BAL-0002983,MESA-077,V004966,candidato_C,valido,valido,valido,USR-0030
BAL-0002984,MESA-010,V000766,candidato_A,valido,valido,valido,USR-0033
BAL-0002985,MESA-036,V000807,candidato_C,valido,valido,valido,USR-0034
BAL-0002986,MESA-080,V004955,candidato_B,valido,valido,valido,USR-0035
BAL-0002987,MESA-024,V001355,candidato_B,valido,invalido,valido,USR-0030
BAL-0002988,MESA-021,V003712,candidato_B,valido,valido,valido,USR-0035
BAL-0002989,MESA-053,V001504,candidato_A,valido,valido,valido,USR-0033
BAL-0002990,MESA-058,V001724,candidato_B,valido,valido,valido,USR-0034
BAL-0002991,MESA-052,V002794,candidato_B,valido,valido,valido,USR-0031
BAL-0002992,MESA-024,V003486,candidato_B,valido,valido,valido,USR-0035
BAL-0002993,MESA-080,V004864,candidato_A,valido,valido,valido,USR-0033
BAL-0002994,MESA-017,V001035,candidato_C,valido,valido,valido,USR-0032
BAL-0002995,MESA-027,V004613,candidato_A,valido,valido,valido,USR-0031
BAL-0002996,MESA-069,V000100,candidato_B,valido,valido,valido,USR-0028
BAL-0002997,MESA-005,V001838,candidato_B,valido,valido,valido,USR-0031
BAL-0002998,MESA-016,V003352,candidato_B,valido,valido,valido,USR-0029
BAL-0002999,MESA-075,V003675,candidato_B,valido,valido,valido,USR-0028
BAL-0003000,MESA-017,V002917,candidato_A,valido,valido,valido,USR-0031
BAL-0003001,MESA-053,V004642,candidato_C,valido,valido,valido,USR-0034
BAL-0003002,MESA-009,V001633,candidato_B,valido,valido,valido,USR-0032
BAL-0003003,MESA-039,V004318,candidato_A,valido,valido,valido,USR-0032
BAL-0003004,MESA-017,V004290,candidato_C,valido,valido,valido,USR-0034
BAL-0003005,MESA-068,V003908,candidato_B,valido,valido,valido,USR-0029
BAL-0003006,MESA-011,V000871,candidato_A,valido,valido,valido,USR-0035
BAL-0003007,MESA-060,V004148,candidato_B,valido,valido,valido,USR-0032
BAL-0003008,MESA-008,V004954,multiple_marca,nulo,nulo,nulo,USR-0030
BAL-0003009,MESA-024,V004846,candidato_A,valido,valido,valido,USR-0028
BAL-0003010,MESA-063,V002642,candidato_B,valido,valido,valido,USR-0034
BAL-0003011,MESA-080,V001589,candidato_B,valido,valido,valido,USR-0031
BAL-0003012,MESA-007,V000216,candidato_B,valido,invalido,valido,USR-0032
BAL-0003013,MESA-003,V001551,candidato_C,valido,valido,valido,USR-0030
BAL-0003014,MESA-064,V001336,candidato_B,valido,valido,valido,USR-0032
BAL-0003015,MESA-077,V000257,candidato_A,valido,valido,valido,USR-0033
BAL-0003016,MESA-058,V002841,candidato_A,valido,invalido,valido,USR-0030
BAL-0003017,MESA-077,V000858,candidato_A,valido,valido,valido,USR-0029
BAL-0003018,MESA-004,V003617,candidato_A,valido,valido,valido,USR-0029
BAL-0003019,MESA-065,V004899,candidato_B,valido,invalido,valido,USR-0029
BAL-0003020,MESA-041,V003440,candidato_A,valido,valido,valido,USR-0031
BAL-0003021,MESA-035,V002844,candidato_B,valido,valido,valido,USR-0028
BAL-0003022,MESA-061,V004555,candidato_B,valido,valido,valido,USR-0032
BAL-0003023,MESA-017,V004151,candidato_A,valido,valido,valido,USR-0033
BAL-0003024,MESA-026,V000001,candidato_A,valido,valido,valido,USR-0029
BAL-0003025,MESA-021,V002033,candidato_A,valido,valido,valido,USR-0034
BAL-0003026,MESA-015,V003302,candidato_B,valido,valido,valido,USR-0029
BAL-0003027,MESA-080,V004387,candidato_C,valido,valido,valido,USR-0033
BAL-0003028,MESA-023,V003755,candidato_B,valido,valido,valido,USR-0028
BAL-0003029,MESA-078,V003678,candidato_C,valido,valido,valido,USR-0031
BAL-0003030,MESA-064,V001590,candidato_B,valido,valido,valido,USR-0033
BAL-0003031,MESA-017,V003409,candidato_B,valido,valido,valido,USR-0031
BAL-0003032,MESA-048,V000967,candidato_A,valido,valido,valido,USR-0034
BAL-0003033,MESA-030,V002245,candidato_B,valido,valido,valido,USR-0035
BAL-0003034,MESA-038,V004385,candidato_A,valido,valido,valido,USR-0035
BAL-0003035,MESA-080,V000470,candidato_B,valido,valido,valido,USR-0032
BAL-0003036,MESA-008,V002189,candidato_B,valido,valido,valido,USR-0034
BAL-0003037,MESA-002,V003282,candidato_B,valido,valido,valido,USR-0029
BAL-0003038,MESA-042,V000774,candidato_A,valido,valido,valido,USR-0032
BAL-0003039,MESA-062,V003152,candidato_B,valido,valido,valido,USR-0030
BAL-0003040,MESA-054,V000818,candidato_A,valido,valido,valido,USR-0030
BAL-0003041,MESA-022,V001331,candidato_B,valido,valido,valido,USR-0029
BAL-0003042,MESA-032,V001223,candidato_A,valido,valido,valido,USR-0029
BAL-0003043,MESA-017,V002270,blanco,blanco,blanco,blanco,USR-0035
BAL-0003044,MESA-050,V003497,candidato_A,valido,valido,valido,USR-0029
BAL-0003045,MESA-012,V004878,candidato_B,valido,valido,valido,USR-0035
BAL-0003046,MESA-005,V001666,candidato_A,valido,invalido,valido,USR-0031
BAL-0003047,MESA-003,V003071,candidato_B,valido,valido,valido,USR-0032
BAL-0003048,MESA-023,V003212,candidato_A,valido,valido,valido,USR-0031
BAL-0003049,MESA-054,V004971,candidato_B,valido,valido,valido,USR-0034
BAL-0003050,MESA-016,V000294,candidato_C,valido,valido,valido,USR-0034
BAL-0003051,MESA-071,V003198,candidato_C,valido,valido,valido,USR-0031
BAL-0003052,MESA-062,V000754,candidato_A,valido,valido,valido,USR-0033
BAL-0003053,MESA-053,V003725,candidato_C,valido,valido,valido,USR-0028
BAL-0003054,MESA-063,V001045,multiple_marca,nulo,valido,nulo,USR-0034
BAL-0003055,MESA-026,V003759,candidato_A,valido,valido,valido,USR-0031
BAL-0003056,MESA-004,V001246,candidato_C,valido,valido,valido,USR-0034
BAL-0003057,MESA-052,V001270,candidato_A,valido,valido,valido,USR-0032
BAL-0003058,MESA-059,V004731,candidato_B,valido,valido,valido,USR-0029
BAL-0003059,MESA-061,V002989,candidato_A,valido,valido,valido,USR-0035
BAL-0003060,MESA-055,V000321,candidato_B,valido,valido,valido,USR-0034
BAL-0003061,MESA-066,V004127,candidato_A,valido,valido,valido,USR-0032
BAL-0003062,MESA-036,V004637,candidato_B,valido,valido,valido,USR-0031
BAL-0003063,MESA-053,V002415,candidato_A,valido,valido,valido,USR-0032
BAL-0003064,MESA-012,V003892,candidato_B,valido,valido,valido,USR-0031
BAL-0003065,MESA-067,V000982,candidato_C,valido,valido,valido,USR-0031
BAL-0003066,MESA-027,V001358,blanco,blanco,blanco,blanco,USR-0030
BAL-0003067,MESA-017,V003916,candidato_B,valido,valido,valido,USR-0033
BAL-0003068,MESA-051,V004600,candidato_B,valido,valido,valido,USR-0033
BAL-0003069,MESA-009,V003506,candidato_B,valido,valido,valido,USR-0030
BAL-0003070,MESA-003,V004957,candidato_B,valido,valido,valido,USR-0029
BAL-0003071,MESA-076,V004314,candidato_B,valido,valido,valido,USR-0030
BAL-0003072,MESA-056,V003566,candidato_B,valido,valido,valido,USR-0032
BAL-0003073,MESA-017,V003047,candidato_B,valido,valido,valido,USR-0031
